Date,Close/Last,Volume,Open,High,Low
09/26/2022,112.72,842484,113.12,114.93,112.54
09/23/2022,113.40,1630028,114.18,114.23,111.89
09/22/2022,115.20,869532,115.98,116.39,114.68
09/21/2022,116.63,1427871,119.19,120.88,116.58
09/20/2022,118.76,377080,118.66,119.71,117.80
09/19/2022,119.73,566590,117.70,119.74,117.67
09/16/2022,118.93,711640,118.33,119.19,117.52
09/15/2022,119.75,758204,120.92,121.99,119.11
09/14/2022,121.82,1162044,121.34,122.15,120.59
09/13/2022,120.84,811286,124.17,124.66,120.466
09/12/2022,127.81,423032,126.95,127.96,126.80
09/09/2022,126.25,670843,124.59,126.53,124.59
09/08/2022,123.62,1014184,122.03,124.14,121.55
09/07/2022,123.01,594859,120.74,123.38,120.66
09/06/2022,120.61,1009972,121.63,121.99,119.675
09/02/2022,121.51,674861,124.41,124.9497,120.7644
09/01/2022,123.17,947027,122.03,123.33,120.55
08/31/2022,123.22,617067,125.05,125.38,123.10
08/30/2022,123.85,675109,125.95,126.13,122.81
08/29/2022,125.23,772902,125.32,126.35,124.84
08/26/2022,126.53,1013200,131.77,132.24,126.46
08/25/2022,131.90,346370,130.34,131.90,129.9018
08/24/2022,129.55,624510,129.01,130.34,128.78
08/23/2022,129.25,2853765,129.19,130.41,128.94
08/22/2022,129.38,535169,131.02,131.11,128.99
08/19/2022,132.82,1012596,134.13,134.42,132.51
08/18/2022,135.47,447759,135.10,135.94,134.46
08/17/2022,135.16,534870,135.39,136.34,134.30
08/16/2022,136.78,534609,136.73,137.55,135.45
08/15/2022,137.02,412784,135.58,137.22,135.57
08/12/2022,135.96,448005,134.27,136.00,133.78
08/11/2022,133.38,593912,135.06,135.90,133.05
08/10/2022,134.03,1373812,133.52,134.20,132.51
08/09/2022,130.45,382791,131.09,131.23,129.80
08/08/2022,131.95,875681,132.57,134.2799,131.34
08/05/2022,132.40,736431,131.31,133.19,130.99
08/04/2022,133.50,726194,132.87,133.56,131.9904
08/03/2022,132.73,835911,130.12,133.16,130.00
08/02/2022,129.29,2538669,128.73,131.03,128.33
08/01/2022,129.73,533871,129.06,131.14,128.5863
07/29/2022,129.79,785544,128.07,130.11,127.51
07/28/2022,127.47,924084,126.13,127.668,124.585
07/27/2022,126.25,686323,123.08,126.91,122.82
07/26/2022,121.14,502288,122.80,122.87,120.77
07/25/2022,123.58,523598,124.22,124.37,122.70
07/22/2022,124.27,711293,126.06,126.91,123.47
07/21/2022,126.45,712349,124.85,126.45,123.82
07/20/2022,124.66,1023566,122.89,125.14,122.60
07/19/2022,122.64,482759,120.62,122.82,119.90
07/18/2022,119.04,624095,121.20,121.7817,118.62
07/15/2022,120.01,412824,119.22,120.09,118.55
07/14/2022,117.96,583282,116.41,118.26,115.13
07/13/2022,117.56,808785,115.44,118.42,115.24
07/12/2022,117.75,749475,119.38,120.17,117.08
07/11/2022,118.87,466503,120.46,120.55,118.56
07/08/2022,121.46,510863,120.14,122.07,119.7763
07/07/2022,121.33,721281,119.15,121.64,119.15
07/06/2022,118.76,798233,118.22,119.67,117.50
07/05/2022,118.01,1149195,114.51,118.09,113.86
07/01/2022,116.06,821949,114.69,116.14,113.96
06/30/2022,115.20,755669,115.55,116.72,113.47
06/29/2022,116.78,642558,116.59,117.33,115.52
06/28/2022,116.67,459071,120.55,121.58,116.55
06/27/2022,120.30,462462,121.78,121.95,119.83
06/24/2022,121.41,700001,118.43,121.41,118.31
06/23/2022,117.17,706299,116.51,117.515,115.35
06/22/2022,115.48,650623,114.46,117.2959,114.33
06/21/2022,115.62,583981,114.66,116.5899,114.63
06/17/2022,113.00,905468,111.94,113.99,111.26
06/16/2022,111.72,1147786,113.35,113.49,110.78
06/15/2022,116.40,1016365,114.93,117.95,113.77
06/14/2022,113.59,667116,114.23,114.59,112.43
06/13/2022,113.42,1623972,115.07,116.04,112.92
06/10/2022,118.81,1178878,120.81,121.24,118.6301
06/09/2022,123.21,547253,125.85,127.12,123.10
06/08/2022,126.54,317792,127.11,128.15,126.20
06/07/2022,127.47,376068,124.902,127.74,124.55
06/06/2022,126.50,425525,127.83,128.4699,125.74
06/03/2022,125.91,370708,127.13,127.66,125.44
